text,trans
プロデューサーって頭良さそうだよね～\n仕事、ちょー難しそうじゃん？\nうちだったら絶対無理だもんな～！,制作人脑子肯定很好吧～\n这工作超难做好的吧？\n换成咱的话绝对做不好呢～！
プロデューサー！　今度、カラオケどう？\n友達とはよく行くんだけどさ～、\nプロデューサーとも一緒に行ってみたいんだよね～,制作人！下次要去卡拉OK吗？\n咱经常会和朋友一块去～\n但也想和制作人去一次呢～
この前友達とちょー長電話しちった～\nマジ盛り上がると止まんないんだよね～！\nプロデューサーともちょー長くなりそ～！,前几天和朋友煲了电话粥～\n聊得太起劲根本停不下来～！\n和制作人似乎也会聊很久呢～！
うちなんかがステージに立てるなんて\n人生何があるかわかんないね～！\nマジプロデューサーとの出会いに感謝ってカンジだわ～,咱这样的人都能站在舞台上\n世事真是无法预料啊～！\n还真得感谢和制作人的相遇呢～
プロデューサーと一緒だったらさ\n絶対ハンパないアイドルになれる！\nこれからもヨロシク！　プロデューサー！,和制作人一起的话\n肯定能成为超厉害的偶像！\n今后也请多多关照啦！制作人！
プロデューサーをひと言で表すと……\nあ！　『完璧超人』！\n次に書く字、これにしよーっと！,用一句话来形容制作人的话……\n啊！“完美超人”！\n下次练字就写这个吧！
このあたしも……うちの大事な一部……\nだから……必ず好きになってもらう……\nそれまであきらめないから……絶対……！,这个“我”……也是“咱”重要的一部分……\n所以……肯定会让大家喜欢上她的……\n不做到誓不罢休……绝对……！

#透↓,
え、信頼してるかって……\nプロデューサーのこと？\nうーん……,诶，信任制作人吗\n嗯……
お疲れ、いろいろ\n──え\nもっとなんかいう感じ？,辛苦了，各种意义上\n——诶\n要再多说点什么吗？
昨日お母さんがさ、\nプロデューサーによろしくって\n──あれ、昨日だっけ……忘れたけど,昨天妈妈，\n托我给制作人说句辛苦了\n──咦，是昨天吗……记不清了
なんか、いつもと違わない？\nなんか違うって──\nあ、髪切った？,总感觉，和平常有些不一样？\n哪里不一样呢──\n啊，理发了吗？
今日はさ、\nお互い頑張ったこと褒め合おうよ\n先攻、どうぞ,今天啊，\n我们互相称赞对方为之努力过的事情吧\n先手，请
プロデューサーさ\n先生もやれたんじゃない？　高校とかの\n私、プロデューサーが担任でもいいよ,制作人\n是不是担任过老师呢？ 高中的\n我，让制作人来当我的班主任也可以哟
ねぇ、夢とか見る？\n誰か……出てきたりするかな\n──私とかさ,呐，有做梦吗？\n有谁……出现在梦里吗\n──比如我
え、信頼してるかって……\nプロデューサーのこと？\n──ふふっ、どうだろ,诶，信任制作人吗\n──呵呵，谁知道呢
なんか、ありがと言うタイミングなくて\nないっていうかなんだろ……\nごめんね、今になって。ありがと,总觉得，抓不准说谢谢的时机\n或者该说是没有吗……\n抱歉啊，现在才对你说。谢谢你
ふふっ\nまだまだ長いよ\n人生,呵呵\n还长着呢\n人生
運命って、信じる？\n私は……\n私は、わかんないけど,你相信命运吗？\n我啊……\n我可不知道

#圆香↓,
用もないのに話しかけないでください\nその、にやついた顔も見たくありません\n端的に言えば、あなたの存在そのものが不快です,没什么事情就不要和我搭话\n那张令人生厌的脸我可不想看见\n直截了当地说，你的存在就很让我不爽
私の成功は、あなたの成功にも繋がるってことですか\nそう考えると何もやる気が起きませんね……\n私のことは放っておいてください,我的成功，和你的成功紧密联系在一起吗\n一想到这点就没什么动力了……\n请不要管我的事情
華やかな舞台に呼び寄せて、現実的な将来から遠ざけて……\n他人の人生にどこまで責任を持てるんですか？\n早く答えてください,
努力、根性、希望、理想……\nそれらが正しいと信じて疑わないところ、\n本当にオールドタイプですよね,努力，毅力，希望，理想……\n对这些深信不疑的这一点\n真的是个old type啊
私は私のペースで、あなたはあなたのペースで、\nお互いの領域を侵さない形でお願いします\n……あくまでもビジネスライクで,我就按照我的节奏，你就按照你的节奏，\n请不要侵犯彼此的领域\n……说到底我们只是商业合作上的关系
あなたは少し他人に肩入れしすぎなんじゃないですか\nあなたにとって私は何？\n……近づかないで,你是不是有点太偏袒别人了\n对你而言我到底是什么？\n……别过来
もう空気みたいなものです\nそばにいるのが当然だし、楽だし、落ち着くし……\n……何、その顔。あなたのことじゃないんですが……ふふっ,就像是空气一样的东西\n在身边理所当然的存在着，让我感到轻松和安心……\n……干什么啊，那副表情。又不是在说你……呵呵
そばにいてもいいとか、\n私が許可を出すわけないですよね？\nだから……あなたが勝手にそばにいるだけでしょ,能不能待在我身边，\n这种事情我怎么可能会同意啊？\n所以……都是你擅自待在我的身边的
あなたのやさしいところ、情に厚いところ、\n結構ドジだったり、ユニークだったりするところ……\nそうやって私を騙そうとするところ、全部大嫌いです,你温柔的地方，看重感情的地方，\n相当笨拙，却又很独特的地方……\n就这样把我欺骗的地方，全部都最讨厌了

#小糸↓,
ぴゃ……！？\nななななんですか……！\n何か用事ですか……！？,呀……！？\n怎怎怎怎么了吗……！\n有什么事吗……！？
ぴぇ……！？\nな、なんだ……\nプロデューサーさんですか……,呀……！？\n什，什么啊……\n是制作人先生啊……
えっと、あの……\n──え！\nこのお菓子貰っていいんですか？,呃，那个……\n──诶！\n可以收下这个点心吗？
え、えへ……\nわ、わたしにかかれば\nこのくらいよゆーですよ……！,诶，诶嘿嘿……\n交，交给我的话\n这种程度轻轻松松……！
え、えへへ……\nべ、別に喜んでないですよ\nこれが普通で当たり前ですから……！,诶，诶嘿嘿……\n并，并没有感到高兴哦\n这种程度很普通，理所当然的啦……！
ぷ、プロデューサーさんは\nわたしがいないとだめだめ\nなんですからー！,制，制作人先生\n要是我不在的话\n就变得不行了呢ー！
わ、わたしも……！\nプロデューサーさんがいないと\nだめだめかもしれないです……,我，我也……！\n要是制作人先生不在的话\n就可能变得不行了……
わ、わたし、もっと頑張ります\n頑張って……それで……\nもっといい福丸小糸になります……！,我，我，要更加努力\n努力……然后……\n变成更棒的福丸小糸……！
わ、わたし……\n頑張れるのが、嬉しいんです\nプロデューサーさんがいるから……！,

#雏菜↓,
あは～\nプロデューサー！\nお疲れさまです～♡,啊哈～\n制作人！\n辛苦了～♡
雛菜はアイドルやって～\n毎日楽しくて\nしあわせ～って感じ！,雏菜成了偶像之后～\n感觉每天都既开心\n又幸福！
ね、プロデューサー\n雛菜のいいところ\n５個言ってみて～？,呐、制作人\n雏菜的优点\n说五个试试看～？
え～～～\n今よりもっと頑張るの～？\n雛菜、頑張ってるよ～？,唉～～～\n还要比现在更加努力吗～？\n雏菜已经很努力了哦～？
ん～、雛菜\nなんか甘い物食べたい～\nプロデューサーも行こ～？,嗯～，雏菜\n想吃点甜的～\n制作人也一起去吧～？
ん～～～\nプロデューサーも\n休んだほうがいいですよ～？,嗯～～～\n制作人也\n休息一下比较好哦～？
ね、プロデューサー\n雛菜のわるいところ\n５個言ってみて～？,呐、制作人\n雏菜的缺点\n说五个试试看～？
雛菜がアイドルやって～\nプロデューサーも\n毎日楽しくてしあわせ～？,雏菜成了偶像之后～\n制作人也\n每天既开心又幸福～？
やは～♡\n雛菜、プロデューサーのこと\nすきかも～,呀哈～♡\n雏菜，可能\n喜欢制作人～
ん～、今日はマカロンの気分～～～？\nプロデューサーは～～～？,嗯～，今天就选马卡龙～～～？\n制作人呢～～～？
ね、プロデューサー\n雛菜をプロデュースできてしあわせ～？,呐，制作人\n培育雏菜，幸福吗～？

#日花↓,
……うわー\nシャツとネクタイ合ってなくないですか？\n言うだけ言っときますね,……呜哇\n你这衬衫不是和领带不搭嘛？\n别说我没提醒过你啊
昨日、お姉ちゃんが────\n────あっ、すみません\nこれ言っちゃダメなやつでした,昨天，姐姐她啊——\n——啊，抱歉\n这个不能对外人说
好きな曲、教えてくれません？\nダウンロードしとこうかなって\n──あー、プロデューサーさんに興味はないですね,你喜欢的歌曲，能和我说说吗？\n我想下来听听\n——啊，并不是对制作人感兴趣
なんか、ありがとうございますー\n──洗いますけど。お弁当箱くらいだったら\n何って……お礼ですよー！,怎么说呢，一直以来多谢了\n——可以帮你刷一下哦。如果是便当盒的话\n为什么……因为是回礼哦——！
一回、めっちゃくちゃ甘やかしてくれません？\n過保護憧れるんですよねー\n──えっ、甘えてないですよねいつも！　私！？,能不能不讲道理地惯着我一次？\n我很憧憬被人过度保护的呢～\n——诶，我可没有老是撒娇啊！？
シャンプー、何使ってます？\nなんだろう……\nなんか、かいだことある匂い,你用的，是什么洗发水？\n怎么说呢……\n总觉得，闻起来很香
贔屓目なしに、ですよ\n贔屓目なしに、私、どのくらい可愛いですかねー？\nプロデューサーさん基準でいいので！,要不带私心地回答哦\n不带私心地回答，我，到底有多可爱？\n以制作人的标准回答就好！
保護者懇談の日、お姉ちゃん忙しいんですよねー\n……来ます？　プロデューサーさん\nどうせその日って、私のレッスンついてくるだけですよねー？,家访那天，姐姐会很忙吧\n……那你要过来吗？制作人\n反正那天，也正好是我的训练日吧？
プロデューサーさんでよかったです\nあの時は……\nプロデューサーなら誰でもいいって、思ってたけど,我的制作人是你真是太好了\n虽然那时……\n我有想过，只要有人来做我的制作人，谁都可以
にちかの質問なんでもお答えライブ始めますー\n聞いていいですよ、なんでも\nプロデューサーさん限定で、答えますんで！,日花的任意问答节目开始了哦～\n请提问吧，什么问题都可以\n回答的对象，仅限制作人！
一緒に聴きましょ？　これ\nめっっちゃくちゃ、いい曲なんです\n──ひとりで聴きたくなくって……なんとなく,一起来听吧？　这首\n非常非常棒的曲子\n──总觉得……我不想一个人听

#美琴↓,
……２８３プロには\n正直、まだあまり\n馴染めていない気がするの,……说真的\n我还不怎么\n适应283事务所
…………！\nあ、ごめんね\n今、何か言ってた？,…………！\n啊，抱歉\n你刚才说了什么吗？
すごいって、褒めてくれるのは\nありがたいけど……\n当たり前のことしかしてないよ,你能这样夸奖我\n我真的很感激……\n我只是做了理所当然的事而已
『２８３プロ、シーズの\n緋田美琴』です……\nなんだか、慣れてきたかもね,“我是283事务所，SHHis的\n绯田美琴”……\n总感觉，已经习惯了
差し入れで嬉しいもの……\nなんだろう\nあまり重くないものがいいかな？,喜欢的慰问品……\n是什么呢\n不太重口的就行了吧？
今欲しいもの……\n急に言われると難しいね\n自分専用のレッスン室とか？,现在想要的东西……\n突然这么问我也答不上呢\n比如说专属练习室？
……あ、ごめんねプロデューサー\nレッスン室の鍵、\n返し忘れていたみたい,……啊，抱歉啊制作人\n我好像\n忘记把练习室的钥匙还回去了
今日食べたもの？\nええと、何食べたっけ……\nあ、まだ何も食べていないのかも,今天吃过的东西？\n我想想，是吃了什么来着……\n啊，好像还没吃呢
２８３プロって、やっぱり\n良い事務所なんだと思うの\n……少し、変わっているけどね,我觉得，283事务所\n真的很不错\n……只是，有点独特呢
あ、これ好きなやつ\nどうしてわかったの？\nすごいね,啊，这是我喜欢的\n你为什么会知道呢？\n很厉害呢
……お疲れ様\nはい、コーヒーで良かった？\n休憩、少しだけね,……你辛苦了\n要来杯咖啡吗？\n稍微，休息一会儿吧

#Fes审查员↓,
他のステージの方が楽しそうだな,其他舞台看起来更有趣啊
なんか期待外れだ…,真是令人失望…
じっとしていられないね！,这不是根本没在动吗！
もっと声出してもらわないと,声音再大些啊
新しい表現も見せて欲しいですね,想看些新的表现方式啊
センターのボーカル、良いですね,CENTER的唱功，不错嘛
動きのキレがいまいちだな,动作不够灵活啊
ガツーンとくるもの見せてよ,我想看点来劲儿的
センターのダンス、イイねぇ！,CENTER的舞步，不错嘛
笑顔が固いなぁ,笑容太僵硬了
もっと良いとこ見せて〜,想看看你更出色的表演～
センターのビジュアル、しびれる〜,CENTER的形象，真迷人啊～
いい顔してる\nドキドキするわ,表情太棒了\n看得我心砰砰直跳
歌詞が違う……\nがっかりです,歌词唱错了……\n真令人失望
空っぽですね\n何も感じません,好无聊\n一点感觉都没有
練習量を感じる\n……完璧です,能感受到练习量\n……太完美了
動きがかたい\n柔軟したの？,动作太僵硬了\n能不能柔和一点？
あ、ミスったね\nごまかせないよ,啊，失误了呢\n别想蒙混过关
ビックリだ……\nすごくウマい,太惊讶了……\n非常拿手呢
衣装が乱れてる\nしっかりなさい,衣服乱了\n给我注意点
ダメダメね……\n輝いてないわ！,完全不行呢……\n根本没在发光！
それじゃダメ\n可愛くないわ,这样是不行的\n一点也不可爱
可愛いわあ……\n虜にされちゃう,真可爱……\n要被俘虏了
もう帰ろうかな…,该回去了吧……
こんなものか…,就是这样吗……
サイコーのステージだ！,最棒的舞台！
音程が……\nダメですね,
良い顔です\n歌を楽しんでいる,
めちゃくちゃ！\nリズムが全然！,
動きがかたい\n柔軟したの？,
いいねえ\n心にくるぜ！,
それじゃダメ\n可愛くないわ,
衣装が乱れてる\nしっかりなさい,
ひゅーっ！\n衣装顔負け！,

#真乃（缺对其他人少第二轮的4个语音，三四轮的一突语音）↓,
むんっ、\n今日も頑張りましょうっ,呣嗯\n今天也加油吧
こんにちは、プロデューサーさんっ,你好，制作人
ほわぁ、\n今日はどんなことするんでしょうか？,哇啊\n今天要做什么？
何かが掴めそうな\n気がしますっ,感觉我今天能学到些什么
えっと……ダメです\nプロデューサーさん,呃……不可以\n制作人先生
プロデューサーさんて、\nそういうことする人\nだったんですか……？,制作人先生\n原来是做这种事的人啊……？
こんなの…………\n……ショックです,这种事…………\n……太伤心了
急にこんなこと……\nどうしてですか……？,突然间做这种事……\n为什么呢……？
ひゃっ！\n……うう、困ります,呀！\n……呜呜，真为难
え……？\nプロデューサーさんが\nこんなことするなんて……,哎……？\n制作人先生\n竟然做出这种事……
プロデューサーさん、\nどうしたんですか……？,制作人先生\n怎么了……？
ほわぁ、何をすれば\nいいんですか……？,呼哇，我应该做什么呢……？
……ぽかぽかお天気で\n眠くなってきました,……天气暖洋洋的\n让人想睡觉了
お疲れ様です！\nプロデューサーさんっ\n今日も頑張りますねっ,辛苦了！\n制作人先生\n今天也要加油哦
プロデューサーさん！\n最近お仕事が楽しいんですっ,制作人先生！\n最近工作起来感觉很开心呢
今日も元気です！　むんっ\nプロデューサーさんはお元気ですか？,今天也很有精神!　呣嗯\n制作人先生也有精神吗？
プロデューサーさん……？\nあ、あの……えっと,制作人先生……？\n啊，这……那个……
もう……\n恥ずかしいですよ、\nプロデューサーさん……,真是的……\n好害羞啊，\n制作人先生……
ひゃぁっ！\nく、くすぐったいです……\nプロデューサーさん,呀！\n好、好痒啊……\n制作人先生
ほわぁ……、\nマッサージですか？\n気持ちいいです……,呼哇……，\n是按摩吗？\n真舒服……
ふふっ、\nくすぐったいですよっ,呵呵，\n好痒哦
ひゃっ！？　……あっ\nプロデューサーさんでしたか\n少しびっくりしちゃいました,呀！？　……啊\n是制作人先生吗\n有点吓到我了
プロデューサーさーんっ\n私、待ってますよっ,制作人先生\n我，等着你哦
えっと、早くしないと\nレッスンの時間になっちゃいますっ,那个，不快一点的话\n就要到上课的时间了哦
今度のお休みに、一緒に\n日向ぼっこしませんか？,下次的休息，要不要\n一起去晒太阳？
マシュマロクッキーを作ったんです。プロデューサーさんも、おひとついかがですか？,我做了棉花糖曲奇\n制作人先生，要尝一个吗？
ほわっ……このプレゼントは……？　えっと、あのっ……あ、ありがとうございますっ,哇……这份礼物……？\n那个……非、非常感谢
あ、ありがとうございますっ\n……大事に、いただきますね\nプロデューサーさん……っ,非常感谢\n……我会好好品尝的\n制作人先生
ふふっ、いろんな色の七夕飾りを見ていると、なんだかウキウキしてきますっ,看到各种颜色的七夕装饰后\n总感觉很开心呢
お月さまの光はふんわりしていて、ピーちゃんの羽みたいにとっても優しいです,月亮先生的光非常柔和\n就像小P的翅膀一样
みんなで仮装ができたらって思って、ゾンビさんのメイクをお勉強していますっ,想着要和大家一起变装\n现在正在学习怎么化妆成僵尸先生
プロデューサーさん\n見守っていてくれますか？,制作人先生\n能守护着我吗？
鳩さんとのんびりお話して\n一緒にいるのは、すごく\n楽しいんです,和鸽子先生一起悠闲地聊着天\n真的是非常开心
プロデューサーさんと\n一緒ならどこまでも頑張れ\nそうです,只要和制作人在一起\n无论什么事都会努力的
す、すみません……っ\nもしかして、髪の毛くしゃくしゃでしたでしょうか……？,对、对不起……\n难道是，我的头发有点乱吗……？
今は私も……少しだけ、羽ばたけるようになったって……そう思います……\nプロデューサーさんのおかげですっ,现在的我……觉得自己稍微也能够……展翅飞翔了……多亏了制作人呢
プロデューサーさんの手、とっても\nあったかくて……撫でてもらうと眠く\nなっちゃいそうです,制作人的手，十分的温暖\n……被抚摸着的话会变得想要睡觉了
え……っ\nあ、あの……ど、どうしてこんなこと…………ひどいです……,诶……\n那、那个……为什么要做这种事……\n太过分了……
ほわっ\nぷ、プロデューサーさん……っ\nあのっ……や、やめてください,制作人先生……\n那个……请不要这样
ほわ……っ\nあ、あの……えっと……？\nえっと、なんでもないです……,啊……\n那个……这个……\n什么事都没有……
ひゃあっ──……す、すみません……くすぐったくて、大きい声が出ちゃいました……,呀──……抱歉……\n好痒啊……不小心发出了声音
プロデューサーさん\n山が見えてきましたっ\n……紅葉がとっても綺麗です,制作人先生\n能够看到山了哦\n红叶真的非常漂亮啊
次の夢も、その次の夢も\nずっとプロデューサーさんと\n一緒に叶えていきたいです……,下一个梦想，再下一个梦想\n想和制作人先生一起去实现
夢みたいなおっきなステージ\nいつか灯織ちゃんとめぐるちゃんと一緒に出れるでしょうか？,会有能和灯织和巡\n一起登上梦幻般的大舞台的一天吗？
ほわぁ……っ\nプロデューサーさんっ、命中しましたっ,啊……\n制作人先生，我命中了
どこまでも……どこまでも……\nこの『歌声』を響かせられるように──,无论在哪里……无论在哪里……\n只要这“歌声”能够响起──
ふふっ……鳩さんは、\nふわふわ～っとお日様の\nいい匂いがするんですよっ,呵呵……鸽子先生轻飘飘的\n还散发着太阳的味道
あ、あの……プロデューサーさん……公園に、のんびりしに行きませんか……？,那、那个……制作人先生……一起去公园里放松一下吗……？
勢いに乗って\n飛んでいきましょうっ\n両手の星と……最後までっ,双手的星星……\n让我们趁势飞翔到最后吧

#灯织（缺少二三四轮的全部语音）↓,
……プロデューサー、私\n成長できているんでしょうか？,……制作人，我\n有在进步吗？
これから仕事だというのに\n気が緩んでいますよ！,接下来还有工作要做\n不要松懈了哦！
プロデューサー？\nどうしました？,制作人？\n怎么了？
お疲れ様です\n今日もよろしくお願いします,辛苦了\n今天也请多多关照
プロデューサー、今日の予定はどうなっていますか？,制作人，今天的安排怎么样了？
こんにちは、プロデューサー,你好，制作人
うーん、あとちょっとで何かが掴めそうなんですが,嗯，再过不久就能学到些什么
やめてください！,请不要这样！
今のって……\nわざと、ですよね？,刚才的……\n是故意的吧？
ちょっ……\nいい加減にしてください,等等……\n适可而止吧
……何か用なんですか？,……有什么事吗？
……触らないでください,……请不要碰我
……私に触る必要性、ありますか？,……有触碰我的必要吗？
プロデューサー？\n私の話、聞いてますか？,制作人？\n你有在听我说话吗？
努力しても努力しても、\nし足りないんです,不管怎么努力\n还是远远不够
あとどのくらい頑張ったら、\n理想の自分に\nなれるんでしょうか……,还要再努力多久\n才能成为理想中的自己呢……
プロデューサー……\nあの……チョコレート……\nお口に合いませんでしたか？,制作人……\n那个……巧克力\n不合您的口味吗？
そ、そんな……悪いです！\n私からは何も……\nお渡しできていないのに,不、不行……太不好意思了\n明明我……什么都没有送给你
え？　お返し、ですか……？\n……ありがとうございます\nしっかり、味わって食べます,嗯？回礼吗……？\n……非常感谢\n我会好好地品尝的
願いごとは教えられません……！　誰かに言ったら、叶わなくなりそうなので……秘密です,不能告诉你我许的愿望……！\n被别人知道了的话，就无法实现了\n所以要保密
──プロデューサー！　その、\nお団子があるんですけど、\n一緒にお月見、しませんか？,制作人！那个……\n正好我带了团子\n一起去赏月吗？
イタズラはダメですが、代わり\nにお菓子を作りました\n──おひとつどうですか？,虽然恶作剧是不行的，但作为替代\n我做了点心\n──要来尝尝吗？
なっ……なんですか？\nゴミでも付いていましたか？,怎……怎么了？\n头发上粘了什么吗？
なっ……\nいえ、嫌なんじゃなくて……\n……恥ずかしいです,什……\n啊，并不讨厌……\n……只是有点害羞
理由があるなら伺います\n正当な理由があれば、ですが,如果有什么理由我洗耳恭听\n前提是正当的理由
えっ……と、何か嫌なことでもありました……か？　いえ、だからって許せな……ええと……,那个，遇到了什么心烦的事情了吗？\n呃！就算是这样也不……唔……
ひっ……！\nあ……いえ、その……くすぐったいので、やめてください,诶……！\n啊……那个……\n有点痒，请住手
……プロデューサーの手って、\n大きいですよね\nあ、いえ……なんでもないです,……制作人的手\n很大啊\n啊不……什么事都没有
もうちょっと……その……\n近づいて歩きませんか……？,那个……能不能……\n再靠近一点呢……？
ここまでの成果、ファンの\nみなさんに届けてきます,至今为止练习的成果\n要全都传达给粉丝们
プロデューサーの好きな歌手\n教えていただけませんか\n聴いてみたいと思いまして……,制作人喜欢的歌手\n能告诉我吗\n我想听听看
ファンのみなさん\n盛り上がってくれましたね\n次は、もっと上を目指します,粉丝们都情绪高涨了呢\n接下来，朝着更高的目标而努力
ずっとあそこにいたかったんです……その、プロデューサーが一緒だったので,
プロデューサー\n今日も１日、よろしくお願いしますね,
プロデューサー、いつもお疲れ様です,
こんにちは、プロデューサー\n最近レッスンの調子がいいみたいです,
あまり、自信がないんです……\nどう、ですか……？,并没有、什么自信…\n制作人觉得，如何……？
あの……\n恥ずかしいです……,那个……\n很害羞的……
プロデューサー……これ以上は……\nお、怒りますよ？,制作人……再继续下去的话…\n我，我要生气了哦？
……なんだか、\n緊張がとけました,
ふふ……\n結構鍛えてるんですよ、ほら,
もう……\n触らないでくださいって……,
実は今日、筋肉痛で……\n……他の子には、\n言わないでください,
今日の占いによると……\nプロデューサーの運勢は\n結構いいみたいです,
事務所、自分の家よりも\n居心地がいいんですよね,

#巡（缺少一二轮全部语音，三四轮一突语音）↓,
今日はどんなことするのか、\n楽しみだよー！,今天要做什么呢\n好期待啊！
やっほー！\nプロデューサー！,呀吼！\n制作人！
今日も頑張るぞー！,今天也要努力！
今日は何か掴めそう！,今天好像能学到些什么！
……理由を聞いてもいいかな？,……能听听你的理由吗？
今のはちょっと許せないかも……,刚才的事可能有点无法原谅……
プロデューサーって、そういう人だったっけ……？,制作人，原来这样的人吗……？
ちょっと、\nプロデューサー？\nこれはだめだよー,等一下，制作人？\n不可以这么做哦
きゃっ！\nび、びっくりしたぁー,呀！\n吓、吓了我一跳——
もう、プロデューサーたら！\nやめてって言ってるのに！,真是的，制作人！\n告诉过你住手了！
みんな今ごろ何してるかな？,大家现在在做什么呢？
アイドルのお仕事も友達の助っ人も、どっちも頑張りたいんだぁ,不管是偶像的工作还是去帮助朋友\n都想要尽我所能
みんなともっと\n仲良くなりたいなー！,想和大家成为好朋友啊！
プロデューサーと一緒なら、なんだってできちゃうよ！,只要和制作人在一起，什么都能做到！
プロデューサーお疲れ様！\n今日も頑張っていこうね！,制作人辛苦了！\n今天也加油吧！
えへへ！　プロデューサー！\n今日もやる気いっぱいだよー,嘿嘿！　制作人！\n今天也很有干劲哦
誰かに見つかっても知らないよー？,被别人发现了我可不管哦ー？
もー。ダメだって言ったでしょー、プロデューサー,真是的，不是告诉过你不行了吗、制作人
だめだめっ、くすぐったいってばぁ！,不行不行，好痒啊！
なに？　手、握ってもいいの？,什么？可以握住你的手吗？
えへへ、なにー？,诶嘿嘿，怎么了？
ふふっ、\nお返しにくすぐっちゃうよー？,呵呵\n作为回礼我也要挠你痒痒了哦ー？
